狀態,姓名,年度,出數,打席,打數,打點,得分,安打,一安,二安,三安,全壘打,被三振,盜壘,打擊率,上壘率,長打率,保送,故意四壞,觸身球
退役,麥克,1993,63,234,208,28,33,51,34,12,2,3,39,6,0.245,0.304,0.365,16,1,3
退役,耿健輝,1993,61,29,26,2,13,5,3,1,1,0,11,3,0.192,0.276,0.308,1,0,2
退役,陳大順,1993,61,170,160,17,17,31,17,9,1,4,34,0,0.194,0.226,0.338,7,0,0
退役,黃俊傑,1993,60,180,164,15,18,41,34,7,0,0,13,0,0.25,0.284,0.293,8,0,1
退役,鄭幸生,1993,59,186,166,11,25,43,36,6,0,1,25,5,0.259,0.309,0.313,11,1,1
退役,林百亨,1993,59,170,149,21,12,47,33,11,0,3,18,0,0.315,0.387,0.45,17,1,1
退役,楊章鑫,1993,59,192,173,13,20,38,25,10,1,2,33,3,0.22,0.297,0.324,18,0,1
退役,林振賢,1993,57,150,132,16,11,28,23,4,0,1,17,1,0.212,0.268,0.265,10,0,0
退役,黃清文,1993,57,149,132,13,10,31,24,6,0,1,19,1,0.235,0.289,0.303,10,0,0
退役,張正憲,1993,56,162,146,10,11,28,18,8,0,2,20,1,0.192,0.263,0.288,12,0,2
退役,沈俊忠,1993,56,86,78,6,17,17,10,6,0,1,13,3,0.218,0.274,0.333,6,0,0
退役,羅利,1993,54,215,200,17,26,54,40,10,2,2,29,8,0.27,0.297,0.37,7,0,2
退役,汪俊良,1993,53,176,138,14,13,33,29,3,0,1,19,0,0.239,0.352,0.283,22,0,2
退役,黃文明,1993,52,134,121,13,6,30,22,6,0,2,22,0,0.248,0.313,0.347,12,0,0
退役,侯明坤,1993,50,104,100,16,12,27,17,8,0,2,22,1,0.27,0.291,0.41,3,0,0
退役,帝波,1993,50,181,164,17,24,44,30,7,2,5,20,9,0.268,0.324,0.427,11,0,3
退役,卡羅,1993,45,190,173,21,21,53,42,8,3,0,31,5,0.306,0.362,0.387,11,1,4
退役,鄧耀華,1993,42,88,70,8,6,16,12,3,1,0,15,0,0.229,0.372,0.3,14,0,2
退役,洪正欽,1993,42,95,84,6,11,12,11,1,0,0,20,2,0.143,0.226,0.155,9,0,0
退役,陳琦豐,1993,40,41,33,1,8,4,4,0,0,0,7,2,0.121,0.216,0.121,4,0,0
退役,吳俊達,1993,40,71,62,6,11,11,7,3,1,0,8,1,0.177,0.243,0.258,5,0,1
退役,來旺,1993,38,145,136,20,20,35,23,9,0,3,16,0,0.257,0.277,0.39,4,0,0
退役,吳英偉,1993,37,21,20,1,3,5,5,0,0,0,1,1,0.25,0.25,0.25,0,0,0
退役,賴崇光,1993,33,64,53,3,6,6,4,1,0,1,8,1,0.113,0.25,0.189,10,0,0
退役,余富誠,1993,32,72,64,7,4,13,9,3,0,1,10,0,0.203,0.257,0.297,5,0,0
退役,尤伸評,1993,32,64,59,4,3,9,7,2,0,0,12,1,0.153,0.194,0.186,3,0,0
退役,辣銳,1993,29,106,100,12,9,18,14,2,0,2,19,1,0.18,0.208,0.26,4,0,0
退役,翔鷹,1993,27,89,81,4,5,17,15,1,0,1,11,0,0.21,0.264,0.259,6,0,0
退役,李坤哲,1993,23,19,18,1,3,1,1,0,0,0,8,0,0.056,0.105,0.056,1,0,0
退役,游宗龍,1993,21,38,33,2,4,2,2,0,0,0,7,1,0.061,0.184,0.061,5,0,0
退役,阿諾,1993,20,35,33,0,2,3,3,0,0,0,14,1,0.091,0.143,0.091,2,0,0
退役,涂忠男,1993,16,48,47,2,1,7,5,2,0,0,7,0,0.149,0.149,0.191,0,0,0
退役,陳俊智,1993,15,27,26,2,0,5,4,1,0,0,5,0,0.192,0.192,0.231,0,0,0
退役,陳俊和,1993,15,11,9,0,1,1,1,0,0,0,1,0,0.111,0.273,0.111,2,0,0
退役,勃朗,1993,13,26,25,0,0,4,3,1,0,0,5,1,0.16,0.192,0.2,1,0,0
退役,藍文成,1993,10,17,16,0,0,5,4,1,0,0,3,0,0.312,0.353,0.375,1,0,0
退役,鷹俠,1993,8,29,23,2,3,5,4,0,0,1,5,0,0.217,0.379,0.348,4,0,2
退役,卓琨原,1993,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,祕雷,1993,4,11,9,1,1,1,1,0,0,0,3,0,0.111,0.273,0.111,2,0,0
退役,凱文,1993,4,5,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
退役,林俊賢,1993,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
退役,劉義傳,1993,2,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0
退役,康明杉,1993,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
退役,巧福,1993,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,陳義信,1993,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
退役,陳逸松,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,陽介仁,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,郭建成,1993,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,矢野和哉,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,湯尼,1993,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,林琨瀚,1994,90,408,364,28,43,80,62,15,0,3,52,6,0.22,0.276,0.286,26,0,3
退役,陳政賢,1994,90,351,309,51,44,102,68,24,1,9,67,2,0.33,0.387,0.502,28,0,4
退役,林克,1994,90,394,348,71,57,110,56,41,2,11,50,1,0.316,0.376,0.54,30,2,7
退役,路易士,1994,90,369,349,64,54,125,82,29,0,14,37,1,0.358,0.378,0.562,12,6,0
退役,吳復連,1994,90,332,292,40,41,85,62,18,2,3,38,9,0.291,0.337,0.397,20,0,1
退役,洪一中,1994,90,350,323,43,41,101,70,26,1,4,14,3,0.313,0.341,0.437,16,1,0
退役,坎沙諾,1994,90,386,336,73,53,95,51,17,2,25,73,21,0.283,0.354,0.568,37,5,3
退役,孫昭立,1994,90,342,309,32,31,76,62,11,1,2,38,8,0.246,0.282,0.307,11,0,5
退役,喬治,1994,90,387,359,78,59,122,80,19,2,21,50,1,0.34,0.375,0.579,20,3,2
退役,廖敏雄,1994,90,387,350,70,65,104,62,16,2,24,84,15,0.297,0.354,0.56,29,0,4
退役,張文宗,1994,90,374,333,55,39,89,61,20,0,8,48,2,0.267,0.335,0.399,32,1,4
退役,鷹俠,1994,89,348,307,50,43,95,56,23,1,15,33,1,0.309,0.388,0.537,37,0,3
退役,哥雅,1994,88,381,351,55,48,107,72,26,1,8,37,4,0.305,0.353,0.453,24,1,3
退役,羅世幸,1994,88,338,305,33,40,82,53,17,1,11,67,2,0.269,0.321,0.439,23,2,2
退役,曾貴章,1994,88,395,344,26,56,117,90,22,2,3,43,11,0.34,0.415,0.442,42,2,2
退役,白昆弘,1994,88,318,287,26,38,64,46,12,2,4,60,10,0.223,0.261,0.321,12,0,4
退役,康雷,1994,87,334,311,46,56,112,73,23,6,10,35,14,0.36,0.397,0.569,19,4,0
退役,羅敏卿,1994,87,370,330,57,47,113,80,18,4,11,40,1,0.342,0.383,0.521,23,4,3
退役,葛雷諾,1994,86,388,354,53,70,120,73,27,7,13,31,13,0.339,0.369,0.565,18,2,1
退役,凱斯,1994,86,368,325,22,45,94,75,17,2,0,34,10,0.289,0.35,0.354,29,0,2
退役,郭建霖,1994,86,357,312,25,34,70,56,11,3,0,30,6,0.224,0.28,0.279,22,0,3
退役,詹姆士,1994,86,356,330,53,41,91,59,15,0,17,86,0,0.276,0.327,0.476,21,1,4
退役,張天麟,1994,86,324,298,32,40,72,48,19,4,1,38,21,0.242,0.282,0.342,17,0,0
退役,黃忠義,1994,86,385,337,28,56,91,64,17,8,2,50,8,0.27,0.346,0.386,40,4,1
退役,李居明,1994,85,357,323,52,45,113,81,26,1,5,24,4,0.35,0.384,0.483,19,2,2
退役,王光輝,1994,85,360,344,55,45,102,73,18,1,10,40,1,0.297,0.318,0.442,12,1,0
退役,褚志遠,1994,85,344,292,49,38,87,59,15,2,11,42,5,0.298,0.368,0.476,30,0,4
退役,蔡生豐,1994,84,262,222,10,28,34,28,3,1,2,42,9,0.153,0.248,0.203,27,0,1
退役,林易增,1994,84,383,339,28,60,102,89,10,1,2,17,33,0.301,0.355,0.354,29,0,2
退役,林仲秋,1994,83,332,300,52,43,92,56,20,2,14,31,3,0.307,0.351,0.527,23,2,0
退役,鄭百勝,1994,83,395,343,21,53,90,71,15,3,1,27,12,0.262,0.317,0.332,25,1,3
退役,陳彥成,1994,83,279,250,30,25,65,43,15,1,6,50,5,0.26,0.313,0.4,18,1,2
退役,吳林煉,1994,80,34,28,1,16,6,4,1,1,0,7,1,0.214,0.333,0.321,5,0,0
退役,卡羅,1994,77,341,286,46,55,93,67,15,3,8,40,6,0.325,0.41,0.483,42,0,2
退役,羅國璋,1994,76,330,294,35,38,93,80,12,1,0,17,10,0.316,0.36,0.364,20,0,1
退役,陳金茂,1994,75,291,261,35,32,69,43,17,0,9,34,3,0.264,0.323,0.433,24,0,0
退役,李安熙,1994,75,259,228,19,19,49,40,6,0,3,51,2,0.215,0.259,0.281,11,0,3
退役,吳思賢,1994,75,291,266,33,33,67,50,10,3,4,35,1,0.252,0.307,0.357,21,1,1
退役,陳執信,1994,74,265,245,30,25,56,34,16,0,6,28,2,0.229,0.268,0.367,13,0,1
退役,宋榮泰,1994,73,234,216,29,18,54,38,12,1,3,21,1,0.25,0.289,0.356,11,0,2
退役,王光熙,1994,73,276,252,21,26,60,40,11,1,8,39,0,0.238,0.269,0.385,9,0,2
退役,李坤哲,1994,72,188,178,17,21,59,51,6,0,2,34,5,0.331,0.357,0.399,7,0,0
退役,陳大順,1994,72,240,220,32,28,70,45,14,0,11,47,1,0.318,0.368,0.532,18,0,0
退役,黃俊傑,1994,72,188,174,14,9,39,31,8,0,0,15,2,0.224,0.262,0.27,9,0,0
退役,鄧耀華,1994,69,163,136,17,17,37,33,4,0,0,23,1,0.272,0.377,0.301,23,0,1
退役,路易,1994,69,242,226,25,30,58,38,11,4,5,40,4,0.257,0.267,0.407,3,1,1
退役,陳正中,1994,67,215,196,17,11,44,33,8,2,1,31,0,0.224,0.255,0.301,7,0,2
退役,耿健輝,1994,67,43,40,2,10,11,10,1,0,0,5,4,0.275,0.31,0.3,1,0,1
退役,蔣坤?,1994,66,190,165,14,10,34,31,2,0,1,23,0,0.206,0.271,0.236,15,0,0
退役,吳俊達,1994,66,129,113,6,15,25,23,2,0,0,13,2,0.221,0.276,0.239,8,0,1
退役,張建勳,1994,66,171,159,8,15,31,29,1,1,0,24,8,0.195,0.223,0.214,5,0,1
退役,古勝吉,1994,65,253,221,19,35,53,41,8,3,1,29,10,0.24,0.279,0.317,11,0,1
退役,陳威成,1994,63,203,188,11,18,52,36,14,2,0,31,7,0.277,0.301,0.372,6,0,1
退役,何良志,1994,62,114,105,2,11,21,18,3,0,0,18,0,0.2,0.236,0.229,4,0,1
退役,張正憲,1994,62,171,155,11,11,33,27,4,0,2,22,1,0.213,0.269,0.277,11,1,1
退役,鄭幸生,1994,61,153,135,7,15,35,28,7,0,0,18,2,0.259,0.311,0.311,9,0,2
退役,張耀騰,1994,59,256,225,17,33,56,48,7,1,0,39,22,0.249,0.319,0.289,23,0,0
退役,許錫華,1994,57,117,108,10,7,24,21,2,1,0,15,1,0.222,0.27,0.259,7,0,0
退役,徐整當,1994,57,137,123,16,9,25,22,3,0,0,9,0,0.203,0.265,0.228,9,0,2
退役,黃煚隆,1994,57,219,203,26,28,59,42,12,1,4,23,0,0.291,0.327,0.419,10,1,1
退役,曾智偵,1994,56,213,187,20,29,52,32,14,1,5,33,2,0.278,0.348,0.444,15,2,5
退役,江泰權,1994,56,207,183,26,17,44,38,5,0,1,14,3,0.24,0.31,0.284,18,0,1
退役,謝奇勳,1994,55,84,80,8,8,12,11,1,0,0,9,1,0.15,0.19,0.163,2,0,2
退役,吳哲宗,1994,55,189,168,29,13,57,35,16,1,5,28,2,0.339,0.401,0.536,18,1,0
退役,王俊郎,1994,55,136,129,7,10,24,20,3,1,0,17,1,0.186,0.222,0.225,6,0,0
退役,呂明賜,1994,54,221,196,16,17,39,29,7,1,2,31,1,0.199,0.273,0.276,20,0,0
退役,林振賢,1994,53,114,102,8,8,21,19,2,0,0,17,1,0.206,0.27,0.225,7,0,2
退役,呂文生,1994,52,111,100,5,12,19,17,2,0,0,5,2,0.19,0.257,0.21,9,0,0
退役,帝波,1994,51,157,143,18,24,48,28,14,1,5,24,2,0.336,0.373,0.552,8,1,1
退役,李聰富,1994,49,128,118,8,8,30,22,5,1,2,29,0,0.254,0.297,0.364,6,0,2
退役,童琮輝,1994,45,160,152,15,17,33,24,5,1,3,42,2,0.217,0.256,0.322,8,0,0
退役,洪正欽,1994,45,141,127,6,20,30,25,3,0,2,21,2,0.236,0.276,0.307,7,0,0
退役,王傳家,1994,45,144,134,19,17,44,32,9,1,2,25,0,0.328,0.364,0.455,8,1,0
退役,邦尼,1994,45,179,160,17,20,44,26,9,2,7,47,7,0.275,0.352,0.488,18,0,1
退役,楊章鑫,1994,44,97,89,9,15,16,12,2,1,1,17,2,0.18,0.247,0.258,8,0,0
退役,林光中,1994,43,63,58,3,11,11,9,2,0,0,17,5,0.19,0.226,0.224,3,0,0
退役,賴崇光,1994,40,72,63,9,11,16,13,3,0,0,5,2,0.254,0.31,0.302,4,0,2
退役,林百亨,1994,40,88,76,10,5,18,13,5,0,0,8,0,0.237,0.318,0.303,8,0,1
退役,陳琦豐,1994,38,36,34,2,4,4,2,1,0,1,8,2,0.118,0.118,0.235,0,0,0
退役,侯明坤,1994,36,73,68,10,9,17,12,3,1,1,14,1,0.25,0.274,0.368,3,0,0
退役,余富誠,1994,32,48,45,4,5,13,11,0,1,1,11,0,0.289,0.277,0.4,0,0,0
退役,藍文成,1994,28,17,16,0,4,4,4,0,0,0,2,0,0.25,0.25,0.25,0,0,0
退役,吳英偉,1994,27,17,16,0,5,2,1,0,1,0,5,1,0.125,0.176,0.25,1,0,0
退役,愛快,1994,25,96,81,9,22,24,15,5,2,2,9,6,0.296,0.4,0.481,13,1,1
退役,沈俊忠,1994,25,35,31,2,3,4,4,0,0,0,9,1,0.129,0.229,0.129,4,0,0
退役,黃世明,1994,22,51,41,3,4,6,5,1,0,0,13,1,0.146,0.245,0.171,5,0,1
退役,利多,1994,18,54,49,2,9,15,15,0,0,0,4,3,0.306,0.346,0.306,3,0,0
退役,麥雷諾,1994,18,62,60,4,8,19,14,4,1,0,6,3,0.317,0.339,0.417,2,0,0
退役,尤伸評,1994,18,35,33,2,4,10,7,2,0,1,10,1,0.303,0.343,0.455,2,0,0
退役,朴仁球,1994,18,53,48,2,3,6,5,1,0,0,12,3,0.125,0.192,0.146,4,0,0
退役,黃清文,1994,15,28,23,2,1,2,1,1,0,0,5,0,0.087,0.192,0.13,3,0,0
退役,游宗龍,1994,14,22,20,0,3,2,1,1,0,0,5,0,0.1,0.182,0.15,2,0,0
退役,陳俊和,1994,14,22,21,2,2,3,1,1,0,1,8,0,0.143,0.182,0.333,1,0,0
退役,大帝士,1994,14,47,41,3,8,8,6,1,1,0,9,4,0.195,0.298,0.268,6,0,0
退役,雷蒙,1994,14,48,39,3,6,14,14,0,0,0,6,4,0.359,0.447,0.359,7,0,0
退役,陳俊智,1994,12,11,11,0,1,2,2,0,0,0,5,0,0.182,0.182,0.182,0,0,0
退役,林俊賢,1994,9,34,31,3,1,4,4,0,0,0,12,1,0.129,0.156,0.129,1,0,0
退役,李文傳,1994,8,9,8,1,3,2,0,2,0,0,2,1,0.25,0.333,0.5,1,0,0
退役,查力士,1994,7,11,10,1,1,2,2,0,0,0,3,1,0.2,0.182,0.2,0,0,0
退役,涂忠男,1994,7,14,13,0,0,1,1,0,0,0,3,0,0.077,0.143,0.077,1,0,0
退役,史塔克,1994,6,15,15,1,0,3,2,1,0,0,4,0,0.2,0.2,0.267,0,0,0
退役,曾信誠,1994,4,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
退役,汪俊良,1994,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
退役,多情,1994,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,巴比諾,1994,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,黃廣琪,1994,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,蔡明宏,1994,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,卓琨原,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,林仲秋,1995,100,415,390,65,42,99,63,20,2,14,30,3,0.254,0.289,0.423,18,3,2
退役,陳政賢,1995,100,378,342,46,47,114,69,33,1,11,62,1,0.333,0.381,0.532,26,2,1
退役,曾智偵,1995,100,372,328,39,49,99,74,15,1,9,42,5,0.302,0.365,0.436,27,1,7
退役,羅國璋,1995,100,443,393,35,39,104,86,16,2,0,25,8,0.265,0.316,0.316,30,0,1
退役,路易士,1995,100,423,386,72,53,136,98,23,1,14,33,3,0.352,0.385,0.526,23,7,1
退役,洪一中,1995,100,392,352,46,42,88,62,16,1,9,21,2,0.25,0.302,0.378,28,0,0
退役,孫昭立,1995,100,384,359,57,40,93,70,14,1,8,57,2,0.259,0.288,0.37,13,2,3
退役,郭建霖,1995,100,448,388,35,59,106,84,20,0,2,36,8,0.273,0.333,0.34,34,0,2
退役,曾貴章,1995,100,463,415,38,70,127,92,26,4,5,55,9,0.306,0.358,0.424,35,6,0
退役,黃忠義,1995,100,430,369,31,58,92,69,13,4,6,56,13,0.249,0.344,0.355,47,0,8
退役,哥雅,1995,99,413,366,49,67,111,68,27,5,11,46,14,0.303,0.371,0.495,40,6,0
退役,林琨瀚,1995,99,457,386,26,51,87,65,16,2,4,61,10,0.225,0.309,0.308,45,0,2
退役,童琮輝,1995,99,392,357,44,40,91,66,12,4,9,88,5,0.255,0.314,0.387,30,1,1
退役,江泰權,1995,99,366,317,29,30,82,69,12,0,1,21,12,0.259,0.325,0.306,28,1,4
退役,羅敏卿,1995,99,406,356,52,35,107,71,28,0,8,53,4,0.301,0.375,0.447,38,5,5
退役,吳復連,1995,99,403,344,19,50,88,68,17,2,1,34,9,0.256,0.334,0.326,41,1,0
退役,張耀騰,1995,99,422,371,28,57,93,74,12,3,4,66,45,0.251,0.31,0.332,33,0,0
退役,鄭百勝,1995,98,415,348,30,37,83,70,12,1,0,27,15,0.239,0.306,0.279,34,0,1
退役,褚志遠,1995,98,389,323,45,46,84,46,22,3,13,61,0,0.26,0.358,0.467,42,6,7
退役,廖敏雄,1995,98,403,346,66,58,100,59,18,1,22,65,4,0.289,0.371,0.538,45,2,2
退役,張文宗,1995,98,402,361,41,43,82,54,21,2,5,79,0,0.227,0.285,0.338,28,2,3
退役,林克,1995,97,406,349,41,51,102,74,18,1,9,48,4,0.292,0.381,0.427,46,3,5
退役,林易增,1995,97,432,399,31,61,109,82,18,2,7,29,27,0.273,0.314,0.381,20,0,4
退役,喬治,1995,97,424,372,72,69,111,70,18,1,22,67,2,0.298,0.36,0.53,33,13,4
退役,白昆弘,1995,96,359,333,27,36,75,57,13,1,4,68,9,0.225,0.258,0.306,12,0,3
退役,蔣坤?,1995,95,258,232,14,9,45,38,7,0,0,33,0,0.194,0.24,0.224,9,0,5
退役,羅世幸,1995,95,380,339,57,53,104,74,17,3,10,61,9,0.307,0.376,0.463,36,0,3
退役,坎沙諾,1995,94,413,359,56,66,93,58,17,1,17,65,13,0.259,0.337,0.454,39,9,4
退役,黃煚隆,1995,94,370,322,43,30,79,59,17,3,0,37,5,0.245,0.314,0.317,29,3,5
退役,張天麟,1995,93,272,238,25,22,59,52,2,4,1,26,10,0.248,0.307,0.303,18,0,3
退役,鷹俠,1995,92,363,320,70,52,102,63,20,1,18,44,1,0.319,0.388,0.556,29,2,9
退役,李安熙,1995,91,318,273,27,31,73,57,13,0,3,52,0,0.267,0.356,0.348,36,0,2
退役,王傳家,1995,89,347,294,49,37,80,54,20,2,4,46,4,0.272,0.362,0.395,43,2,1
退役,何良志,1995,88,285,236,16,27,47,38,8,0,1,31,2,0.199,0.281,0.246,23,0,4
退役,康雷,1995,88,310,274,47,55,97,66,19,4,8,29,3,0.354,0.399,0.54,22,7,1
退役,賀亮德,1995,88,397,372,57,47,112,76,24,2,10,62,17,0.301,0.328,0.457,13,1,3
退役,呂明賜,1995,88,367,326,50,60,107,72,20,0,15,28,3,0.328,0.386,0.528,33,2,0
退役,古勝吉,1995,84,311,273,22,44,78,58,18,2,0,32,16,0.286,0.323,0.366,13,0,3
退役,陳威成,1995,84,294,267,31,22,73,60,12,0,1,35,5,0.273,0.316,0.33,14,0,4
退役,王光輝,1995,83,327,297,48,45,94,70,16,0,8,37,1,0.317,0.366,0.451,20,1,5
退役,羅強,1995,83,349,304,54,41,91,64,15,0,12,34,2,0.299,0.376,0.467,34,5,4
退役,周德賢,1995,82,247,205,14,20,39,32,6,0,1,49,3,0.19,0.291,0.234,26,0,3
退役,李聰富,1995,82,317,280,50,33,75,50,16,2,7,52,2,0.268,0.331,0.414,22,0,6
退役,吳思賢,1995,82,279,249,33,26,64,51,12,0,1,28,0,0.257,0.301,0.317,17,3,0
退役,王光熙,1995,80,322,288,35,40,84,62,15,1,6,24,1,0.292,0.331,0.413,19,0,1
退役,陳彥成,1995,79,270,259,14,26,57,48,6,0,3,42,0,0.22,0.245,0.278,8,0,1
退役,李居明,1995,79,335,303,40,33,95,75,15,1,4,30,5,0.314,0.351,0.409,20,0,0
退役,陳執信,1995,76,268,243,26,24,61,42,11,3,5,25,0,0.251,0.281,0.383,10,2,2
退役,陳金茂,1995,74,281,256,45,39,82,46,23,1,12,19,4,0.32,0.356,0.559,17,2,0
退役,許錫華,1995,70,167,149,9,6,34,29,5,0,0,26,1,0.228,0.301,0.262,16,0,0
退役,葛雷諾,1995,70,299,278,25,39,89,70,13,2,4,19,7,0.32,0.358,0.424,16,0,1
退役,洪正欽,1995,70,164,153,15,16,29,19,9,0,1,32,4,0.19,0.22,0.268,6,0,0
退役,黃俊傑,1995,70,220,200,25,11,58,51,7,0,0,16,0,0.29,0.295,0.325,2,0,1
退役,徐整當,1995,67,103,88,6,4,22,18,4,0,0,7,1,0.25,0.32,0.295,8,0,1
退役,李文傳,1995,67,158,137,15,14,35,27,6,1,1,27,0,0.255,0.325,0.336,13,0,1
退役,黃世明,1995,65,180,166,15,12,41,34,5,0,2,23,1,0.247,0.292,0.313,7,1,4
退役,鈴木俊雄,1995,65,233,210,26,23,46,31,10,1,4,26,7,0.219,0.274,0.333,15,0,1
退役,王俊郎,1995,63,154,139,7,12,32,28,4,0,0,25,1,0.23,0.285,0.259,10,0,1
退役,吳林煉,1995,62,9,8,0,20,1,1,0,0,0,2,4,0.125,0.222,0.125,1,0,0
退役,耿健輝,1995,62,19,18,0,11,3,2,0,1,0,7,1,0.167,0.211,0.278,0,0,1
退役,詹姆士,1995,62,234,206,14,16,49,35,10,0,4,42,0,0.238,0.309,0.345,23,0,0
退役,蔡生豐,1995,59,180,144,7,17,23,18,3,1,1,28,5,0.16,0.284,0.215,24,0,1
退役,陳琦豐,1995,59,101,95,7,13,24,23,1,0,0,17,4,0.253,0.255,0.263,1,0,0
退役,吳俊賢,1995,59,73,69,4,20,15,13,1,1,0,15,2,0.217,0.239,0.261,2,0,0
退役,張建勳,1995,58,76,67,5,14,10,8,2,0,0,13,2,0.149,0.237,0.179,8,0,0
退役,宋榮泰,1995,57,99,88,6,4,22,18,4,0,0,13,0,0.25,0.309,0.295,8,0,0
退役,張正憲,1995,57,137,124,12,10,26,19,4,1,2,9,1,0.21,0.277,0.306,11,0,1
退役,林百亨,1995,56,171,153,17,4,43,35,7,0,1,20,0,0.281,0.319,0.346,9,0,0
退役,馬丁,1995,56,138,126,14,14,34,30,4,0,0,24,2,0.27,0.324,0.302,8,0,2
退役,愛快,1995,53,192,164,16,22,43,32,9,1,1,34,9,0.262,0.354,0.348,21,0,3
退役,張協進,1995,50,78,74,5,8,16,14,2,0,0,15,1,0.216,0.247,0.243,2,0,1
退役,陳正中,1995,49,99,92,5,7,21,14,4,3,0,11,0,0.228,0.26,0.337,4,0,0
退役,希斯,1995,49,179,160,17,16,42,32,6,2,2,33,6,0.263,0.326,0.363,15,0,0
退役,孫家濬,1995,48,13,11,1,9,0,0,0,0,0,4,0,0,0.083,0,1,0,0
退役,楊章鑫,1995,48,65,59,3,16,8,8,0,0,0,15,3,0.136,0.203,0.136,4,0,1
退役,陳大順,1995,47,154,146,18,14,38,24,9,0,5,29,0,0.26,0.283,0.425,5,1,0
退役,林光中,1995,46,42,39,4,14,7,5,0,1,1,8,4,0.179,0.22,0.308,0,0,2
退役,吳哲宗,1995,46,105,95,10,5,20,14,3,0,3,26,0,0.211,0.276,0.337,9,0,0
退役,謝奇勳,1995,43,97,86,7,12,25,21,3,1,0,11,3,0.291,0.351,0.349,8,0,0
退役,威勒,1995,40,154,140,13,26,28,21,4,0,3,15,11,0.2,0.257,0.293,9,1,2
退役,帝波,1995,39,140,126,9,12,28,20,6,0,2,18,8,0.222,0.269,0.317,8,2,0
退役,藍文成,1995,37,48,44,6,7,12,9,3,0,0,6,0,0.273,0.304,0.341,2,0,0
退役,董永興,1995,35,68,61,5,7,10,6,4,0,0,16,0,0.164,0.25,0.23,7,0,0
退役,李坤哲,1995,33,45,39,0,1,5,4,0,1,0,7,1,0.128,0.227,0.179,4,0,1
退役,廖述仁,1995,32,20,19,2,4,4,3,1,0,0,8,0,0.211,0.25,0.263,1,0,0
退役,沈俊忠,1995,29,22,20,2,4,7,6,1,0,0,5,0,0.35,0.381,0.4,1,0,0
退役,呂文生,1995,27,40,33,4,7,11,11,0,0,0,3,0,0.333,0.421,0.333,3,0,2
退役,鄧耀華,1995,20,31,24,2,1,2,2,0,0,0,8,0,0.083,0.29,0.083,7,0,0
退役,賴崇光,1995,20,29,27,2,3,7,6,1,0,0,3,1,0.259,0.31,0.296,2,0,0
退役,法蘭克,1995,19,77,66,12,15,16,13,2,0,1,6,4,0.242,0.325,0.318,9,0,0
退役,米奇,1995,18,71,62,7,6,17,13,3,0,1,11,1,0.274,0.328,0.371,5,1,0
退役,陳俊智,1995,17,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
退役,陳俊和,1995,17,17,15,0,2,1,1,0,0,0,4,0,0.067,0.176,0.067,2,0,0
退役,侯明坤,1995,13,21,20,2,1,6,4,2,0,0,4,2,0.3,0.333,0.4,1,0,0
退役,阿洛瑪,1995,13,41,40,7,4,12,9,2,0,1,8,0,0.3,0.317,0.425,1,0,0
退役,尤伸評,1995,13,19,16,1,0,1,1,0,0,0,7,0,0.062,0.111,0.063,1,0,0
退役,賓漢,1995,12,47,39,4,6,17,15,2,0,0,1,2,0.436,0.5,0.487,4,1,1
退役,千代丸亮?,1995,12,22,19,2,3,4,4,0,0,0,8,0,0.211,0.286,0.211,2,0,0
退役,飛力,1995,10,19,18,0,2,4,4,0,0,0,6,0,0.222,0.263,0.222,1,0,0
退役,邦尼,1995,10,23,18,0,0,0,0,0,0,0,9,0,0,0.217,0,4,0,1
退役,余富誠,1995,9,8,7,0,1,1,1,0,0,0,3,0,0.143,0.143,0.143,0,0,0
退役,陽介仁,1995,5,5,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
退役,美樂黑,1995,5,10,10,2,2,2,1,1,0,0,5,1,0.2,0.2,0.3,0,0,0
退役,劉炳宣,1995,5,20,18,3,2,2,1,0,0,1,5,0,0.111,0.1,0.278,0,0,0
